trial,world,rho0,used_astar,astar,bc,adaptive,astar_route_efficiency,bc_route_efficiency,adaptive_route_efficiency,astar_decision_ms,bc_decision_ms,adaptive_decision_ms
1347,very_dense,0.9083,False,0,0,0,0.1425,0.2486,0.2486,2.9464,1.1115,1.0971
1348,very_dense,0.8972,False,0,0,0,0.1747,0.5825,0.5825,2.6823,0.5901,0.6011
1349,dense,0.5556,False,1,1,1,,,,1.4145,0.8954,0.8908
1350,sparse,0.3861,False,1,1,1,0.8607,0.8550,0.8550,0.5565,0.4909,0.4895
1351,dense,0.7806,False,0,1,1,,,,3.4137,0.7943,0.7913
1352,dense,0.9056,False,1,1,1,0.9232,0.9692,0.9692,0.7866,0.6241,0.6311
1353,very_dense,0.6139,False,0,1,1,,,,2.4739,0.6357,0.6281
1354,sparse,0.7083,False,1,1,1,0.8972,0.9079,0.9079,0.4637,0.4364,0.4347
1355,dense,0.6111,False,1,1,1,0.8719,1.0996,1.0996,0.8941,0.6279,0.6315
1356,dense,0.4056,False,1,1,1,0.8982,1.0003,1.0003,0.8559,0.6325,0.6283
1357,sparse,0.1611,True,1,1,1,0.8167,0.7841,0.8167,0.7411,0.6218,0.7448
1358,sparse,0.5722,False,1,1,1,0.8679,1.2295,1.2295,0.5217,0.4164,0.4153
1359,dense,0.4222,False,1,1,1,0.8752,1.0364,1.0364,1.0686,0.7296,0.7267
1360,sparse,0.5361,False,1,1,1,0.8324,0.9215,0.9215,0.5539,0.4619,0.4619
1361,sparse,0.5556,False,1,1,1,0.9078,1.0374,1.0374,0.4491,0.4231,0.4198
1362,dense,0.8167,False,1,1,1,0.8027,0.8513,0.8513,1.2484,0.8354,0.8330
1363,sparse,0.5806,False,1,1,1,0.7963,0.9397,0.9397,0.6520,0.5005,0.4968
1364,dense,0.6944,False,1,1,1,0.8099,0.8514,0.8514,1.1058,0.7723,0.7708
1365,sparse,0.4306,False,1,1,1,0.7923,0.8645,0.8645,0.7325,0.5535,0.5432
1366,sparse,0.5611,False,1,1,1,0.7252,0.8688,0.8688,0.7393,0.5427,0.5366
1367,dense,0.7472,False,1,0,0,0.8726,0.8779,0.8779,0.8841,0.5185,0.5078
1368,very_dense,0.6083,False,1,1,1,0.7325,0.8564,0.8564,2.3057,1.2800,1.2732
1369,dense,0.3833,False,1,1,1,0.8879,0.9446,0.9446,0.9277,0.6751,0.6709
1370,very_dense,0.7361,False,0,0,0,0.5663,0.3008,0.3008,0.9708,0.6219,0.6164
1371,dense,0.6500,False,1,0,0,0.8864,1.1430,1.1430,0.8929,0.4968,0.4981
1372,dense,0.5472,False,1,1,1,0.8898,0.9189,0.9189,0.9448,0.6874,0.6874
1373,dense,0.7000,False,1,1,1,0.8962,0.8237,0.8237,1.1151,0.8496,0.8435
1374,very_dense,0.6972,False,1,1,1,0.7605,0.8545,0.8545,2.9689,1.4835,1.4733
1375,very_dense,0.8417,False,0,1,1,0.0730,0.1131,0.1131,4.0702,1.5277,1.5231
1376,very_dense,0.7722,False,1,1,1,0.7563,0.8796,0.8796,1.5831,0.9492,0.9480
1377,very_dense,0.6833,False,1,1,1,0.8115,1.0274,1.0274,1.9296,1.0865,1.0881
1378,dense,0.5028,False,1,1,1,0.7593,0.6730,0.6730,2.2556,1.5319,1.5383
1379,dense,0.8417,False,1,1,1,0.8285,0.8393,0.8393,1.1085,0.7865,0.7838
1380,very_dense,0.8722,False,0,0,0,0.6824,0.2862,0.2862,0.9000,0.6192,0.6152
1381,sparse,0.0278,True,1,1,1,0.5912,0.5971,0.5912,1.2413,0.8549,1.2393
1382,dense,0.6472,False,1,1,1,0.8284,0.9144,0.9144,1.2234,0.8320,0.8409
1383,very_dense,0.8778,False,0,1,1,0.2567,0.5523,0.5523,1.5130,0.6887,0.6854
1384,dense,0.6694,False,1,1,1,0.8731,0.9599,0.9599,0.9361,0.6388,0.6384
1385,sparse,0.4194,False,1,1,1,0.8097,0.7993,0.7993,0.6846,0.5470,0.5441
1386,dense,0.4444,False,1,1,1,0.7506,0.8055,0.8055,1.7364,1.0943,1.0968
1387,sparse,0.4139,False,1,1,1,0.8110,0.9450,0.9450,0.5505,0.4730,0.4658
1388,very_dense,0.7194,False,0,1,1,,,,2.2524,0.7583,0.7511
1389,very_dense,0.8667,False,1,0,0,0.9050,0.5505,0.5505,1.0524,0.5866,0.5982
1390,sparse,0.4222,False,1,1,1,0.7671,0.7803,0.7803,0.6523,0.5485,0.5383
1391,dense,0.5972,False,1,0,0,0.8645,0.7601,0.7601,0.9620,0.4937,0.4959
1392,very_dense,0.8722,False,0,1,1,,,,4.9003,0.6675,0.6913
1393,very_dense,0.8750,False,1,0,0,0.8577,0.4339,0.4339,0.9890,0.5995,0.5952
1394,sparse,0.2056,True,1,1,1,0.8197,1.0664,0.8197,0.5700,0.4425,0.5634
1395,dense,0.8889,False,0,1,1,,,,2.8939,0.5905,0.5926
1396,dense,0.7167,False,1,1,1,0.8815,0.9408,0.9408,1.1200,0.7759,0.7742
1397,dense,0.7194,False,0,1,1,0.1713,1.2999,1.2999,4.1588,0.6336,0.6287
1398,sparse,0.5583,False,1,1,1,0.9024,0.8727,0.8727,0.4959,0.4559,0.4524
1399,sparse,0.3778,False,1,1,1,0.8114,0.8643,0.8643,0.6345,0.5205,0.5172
1400,very_dense,0.6833,False,1,1,1,0.8433,1.5889,1.5889,1.6660,0.7784,0.7698
1401,sparse,0.6806,False,1,1,1,0.8275,0.8294,0.8294,0.6524,0.5466,0.5382
1402,sparse,0.2417,True,1,1,1,0.8822,0.8722,0.8822,0.6528,0.5536,0.6593
1403,sparse,0.2833,True,1,1,1,0.8487,0.9833,0.8487,0.6202,0.4882,0.6090
1404,sparse,0.1861,True,1,1,1,0.9024,0.8689,0.9024,0.5503,0.4935,0.5468
1405,sparse,0.4583,False,1,1,1,0.8241,0.9600,0.9600,0.7686,0.5431,0.5423
1406,dense,0.7750,False,1,1,1,0.7914,1.4421,1.4421,1.3804,0.5103,0.5058
1407,very_dense,0.6000,False,1,1,1,0.8082,0.9820,0.9820,1.4298,0.8603,0.8648
1408,sparse,0.6722,False,1,1,1,0.9211,0.9053,0.9053,0.4865,0.4500,0.4519
1409,sparse,0.6833,False,1,1,1,0.8878,0.8135,0.8135,0.5425,0.4988,0.4996
1410,sparse,0.5000,False,1,1,1,,,,0.7148,0.4589,0.4666
1411,dense,0.7028,False,1,1,1,,,,2.4238,1.1996,1.1856
1412,sparse,0.5833,False,1,1,1,0.7770,0.9750,0.9750,0.7450,0.5292,0.5266
1413,very_dense,0.6389,False,1,1,1,0.6972,0.8524,0.8524,2.6095,1.3500,1.3466
1414,dense,0.6722,False,1,1,1,0.8161,0.8661,0.8661,1.2722,0.8755,0.8666
1415,very_dense,0.6917,False,1,1,1,0.8180,0.9568,0.9568,1.6554,0.9953,0.9676
1416,dense,0.9194,False,1,1,1,0.7807,0.8900,0.8900,1.3584,0.8181,0.8198
1417,dense,0.4139,False,1,1,1,0.6065,0.6000,0.6000,2.7111,1.7243,1.7015
1418,very_dense,0.7306,False,1,1,1,0.8246,0.9797,0.9797,1.2531,0.8020,0.8104
1419,dense,0.4889,False,0,1,1,,,,5.3512,0.7050,0.7054
1420,very_dense,0.6361,False,1,1,1,0.8405,1.0254,1.0254,1.5238,0.9129,0.9021
1421,very_dense,0.8167,False,1,1,1,0.8259,1.1168,1.1168,1.4460,0.8009,0.7962
1422,dense,0.3972,False,1,1,1,0.6260,0.5040,0.5040,2.5261,1.8429,1.8288
1423,very_dense,0.8444,False,1,0,0,0.8052,1.8358,1.8358,1.4130,0.5949,0.5857
1424,sparse,0.1750,True,1,1,1,0.7851,0.8414,0.7851,0.6819,0.5363,0.6797
1425,very_dense,0.8639,False,1,1,1,0.8523,0.9629,0.9629,1.2681,0.8317,0.8340
1426,very_dense,0.7667,False,1,1,1,0.8475,1.1638,1.1638,1.4465,0.7945,0.8166
1427,very_dense,0.8694,False,0,0,0,0.2925,0.2712,0.2712,1.3987,0.6118,0.6114
1428,sparse,0.1056,True,1,1,1,0.7937,0.8585,0.7937,0.8001,0.5936,0.7799
1429,very_dense,0.8833,False,0,1,1,,,,1.7372,0.7468,0.7505
1430,dense,0.4444,False,1,1,1,0.7709,0.9223,0.9223,1.4188,0.8179,0.8109
1431,sparse,0.3417,False,1,1,1,0.7189,0.7452,0.7452,0.8829,0.6720,0.6747
1432,sparse,0.1611,True,1,1,1,0.8045,0.7955,0.8045,0.6630,0.5495,0.6539
1433,dense,0.5111,False,1,1,1,0.7870,0.7941,0.7941,1.5062,1.0403,1.0326
1434,sparse,0.2361,True,1,1,1,0.8308,0.9882,0.8308,0.5454,0.4520,0.5457
1435,sparse,0.2306,True,1,1,1,0.7696,0.8511,0.7696,0.7980,0.5745,0.8177
1436,dense,0.7194,False,1,1,1,0.8681,1.1064,1.1064,0.8185,0.5479,0.5448
1437,dense,0.5250,False,1,1,1,0.8838,1.1347,1.1347,0.8503,0.5403,0.5424
1438,sparse,0.3889,False,1,0,0,0.8419,0.8112,0.8112,0.5400,0.4845,0.4797
1439,very_dense,0.6667,False,1,1,1,0.6372,3.4568,3.4568,3.1261,0.7268,0.7264
1440,very_dense,0.7444,False,1,0,0,0.7474,1.8538,1.8538,1.9319,0.5830,0.5780
1441,dense,0.7556,False,1,1,1,0.8178,0.8808,0.8808,1.1422,0.8031,0.8010
1442,very_dense,0.7000,False,0,0,0,,,,3.8709,0.5933,0.5918
1443,dense,0.6611,False,1,1,1,0.9253,1.0410,1.0410,0.9759,0.6877,0.6907
1444,sparse,0.5583,False,1,1,1,0.9277,0.9510,0.9510,0.4452,0.4314,0.4293
1445,sparse,0.3639,False,1,1,1,0.8480,1.0438,1.0438,0.5439,0.4450,0.4459
1446,very_dense,0.7833,False,0,1,1,,,,1.6013,0.8063,0.7977
1447,very_dense,0.7667,False,1,1,1,0.8870,1.0338,1.0338,1.0368,0.7257,0.7320
1448,very_dense,0.7167,False,1,1,1,0.8452,0.9553,0.9553,1.5073,0.9282,0.9255
1449,sparse,0.1944,True,1,1,1,0.8478,0.9394,0.8478,0.6523,0.5096,0.6564
1450,sparse,0.1972,True,1,1,1,0.8099,0.9247,0.8099,0.5812,0.4717,0.5792
1451,sparse,0.1944,True,1,1,1,0.8871,0.8444,0.8871,0.5190,0.4731,0.5177
1452,sparse,0.2889,True,1,1,1,0.9256,0.9061,0.9256,0.4945,0.4571,0.5008
1453,sparse,0.1306,True,1,1,1,0.9065,0.9440,0.9065,0.4933,0.4502,0.4959
1454,dense,0.7222,False,1,0,0,0.8703,0.9765,0.9765,0.9136,0.5123,0.5101
1455,sparse,0.3306,False,1,1,1,0.8706,0.9030,0.9030,0.5524,0.4895,0.4866
1456,very_dense,0.7389,False,1,1,1,0.8290,1.0953,1.0953,1.6243,0.7940,0.8119
1457,dense,0.7389,False,1,1,1,0.8509,1.0153,1.0153,0.9215,0.6435,0.6392
1458,sparse,0.5389,False,1,1,1,0.9125,0.9171,0.9171,0.5400,0.4915,0.4880
1459,dense,0.4444,False,1,1,1,0.8140,0.8466,0.8466,1.5753,1.1243,1.1293
1460,very_dense,0.9472,False,0,0,0,,,,6.7129,0.6378,0.6257
1461,sparse,0.1472,True,1,1,1,0.8215,0.7749,0.8215,0.6606,0.5777,0.6592
1462,sparse,0.2000,True,1,1,1,0.8237,0.8589,0.8237,0.6724,0.5563,0.6675
1463,sparse,0.1472,True,1,1,1,,,,0.5325,0.4842,0.5325
1464,very_dense,0.9083,False,0,0,0,0.7962,0.3516,0.3516,0.8252,0.6447,0.6484
1465,sparse,0.5417,False,1,1,1,0.7402,0.7646,0.7646,0.6810,0.5659,0.5575
1466,dense,0.5722,False,1,1,1,0.9097,1.1176,1.1176,0.9067,0.6161,0.6149
1467,dense,0.6583,False,1,1,1,0.7097,0.8958,0.8958,2.3746,1.1420,1.1280
1468,very_dense,0.8667,False,1,0,0,0.8848,0.4254,0.4254,1.0226,0.6201,0.6124
1469,sparse,0.6917,False,1,1,1,0.8929,1.2081,1.2081,0.5448,0.4420,0.4306
1470,very_dense,0.8583,False,1,1,1,0.8088,0.8412,0.8412,1.5872,1.0379,1.0655
1471,very_dense,0.8611,False,0,0,0,0.3084,0.2405,0.2405,2.0842,1.2254,1.2293
1472,dense,0.6333,False,1,1,1,0.8644,1.0057,1.0057,1.2108,0.7980,0.7907
1473,sparse,0.5722,False,1,1,1,0.7966,0.9076,0.9076,0.6796,0.5368,0.5295
1474,very_dense,0.7167,False,1,1,1,0.8049,0.9900,0.9900,2.0499,1.0896,1.0847
1475,sparse,0.2083,True,1,1,1,0.9090,0.8912,0.9090,0.5513,0.5037,0.5494
1476,dense,0.5750,False,1,1,1,0.9136,1.2038,1.2038,0.9252,0.6584,0.6425
1477,dense,0.5361,False,1,1,1,0.7626,0.7691,0.7691,1.5474,1.0948,1.0909
1478,sparse,0.1917,True,1,1,1,0.7533,0.9876,0.7533,0.7028,0.5390,0.7001
1479,dense,0.5500,False,1,1,1,0.7648,0.7934,0.7934,1.7606,1.1716,1.1749
1480,sparse,0.3944,False,1,1,1,0.7427,0.7176,0.7176,0.9680,0.7644,0.7870
1481,sparse,0.6417,False,1,1,1,0.8827,0.9056,0.9056,0.5676,0.5094,0.4992
1482,sparse,0.2222,True,1,1,1,0.8314,0.8171,0.8314,0.7184,0.6315,0.7169
1483,sparse,0.5722,False,1,1,1,0.8063,1.5824,1.5824,0.7063,0.4678,0.4712
1484,dense,0.3583,False,1,0,0,0.8634,1.3491,1.3491,1.0974,0.5309,0.5240
1485,very_dense,0.8667,False,1,1,1,0.7625,1.0142,1.0142,1.7891,0.9822,0.9747
1486,sparse,0.4417,False,1,1,1,0.9098,0.9052,0.9052,0.5022,0.4718,0.4695
1487,sparse,0.6778,False,1,0,0,0.9281,0.2026,0.2026,0.4681,0.6856,0.6757
1488,sparse,0.4694,False,1,1,1,0.8795,1.1109,1.1109,0.5190,0.4408,0.4376
1489,dense,0.7194,False,1,1,1,0.8210,0.8817,0.8817,1.1291,0.8102,0.8081
1490,sparse,0.2222,True,1,1,1,0.9005,0.8793,0.9005,0.5484,0.5026,0.5457
1491,dense,0.7167,False,1,1,1,0.8967,0.9199,0.9199,0.9737,0.7311,0.7260
1492,sparse,0.3444,False,1,1,1,0.6634,0.8622,0.8622,1.1978,0.7480,0.7473
1493,sparse,0.1583,True,1,1,1,0.8405,0.8428,0.8405,0.6810,0.5709,0.6818
1494,dense,0.6778,False,1,1,1,0.8639,1.0415,1.0415,0.9359,0.6679,0.6641
1495,dense,0.6750,False,1,1,1,0.7468,0.7851,0.7851,1.8923,1.1315,1.1194
1496,dense,0.7361,False,1,0,0,0.8915,0.9831,0.9831,0.8195,0.5269,0.5171
1497,very_dense,0.8944,False,0,0,0,0.1903,0.2032,0.2032,1.6531,0.6407,0.6389
1498,dense,0.6639,False,1,1,1,0.8920,0.9625,0.9625,0.8922,0.6636,0.6409
1499,very_dense,0.9028,False,1,0,0,0.9094,0.6604,0.6604,1.1107,0.6043,0.6192
