trial,world,rho0,used_astar,astar,bc,adaptive,astar_route_efficiency,bc_route_efficiency,adaptive_route_efficiency,astar_decision_ms,bc_decision_ms,adaptive_decision_ms
401,very_dense,0.7833,False,0,1,1,,,,3.4573,0.9331,0.9281
402,sparse,0.4333,False,1,1,1,0.9005,0.8499,0.8499,0.5525,0.5096,0.5034
403,very_dense,0.8806,False,0,1,1,,,,4.2827,0.7156,0.8529
404,dense,0.4583,False,1,1,1,0.6456,0.6567,0.6567,3.5612,2.0607,2.0325
405,dense,0.5806,False,1,1,1,0.7460,0.8941,0.8941,1.9713,1.1535,1.1491
406,dense,0.7583,False,1,1,1,0.8881,0.9084,0.9084,1.4778,0.9654,0.9577
407,sparse,0.5111,False,1,1,1,0.8737,0.8495,0.8495,0.5618,0.5153,0.5029
408,very_dense,0.9056,False,1,1,1,0.8767,1.0615,1.0615,1.2564,0.8164,0.8037
409,sparse,0.2139,True,1,1,1,0.8455,0.7840,0.8455,0.6056,0.5467,0.6047
410,sparse,0.3833,False,1,1,1,0.9072,0.9731,0.9731,0.5112,0.4672,0.4615
411,sparse,0.4806,False,1,1,1,0.7077,0.5883,0.5883,1.2102,0.9369,0.9258
412,sparse,0.4444,False,1,1,1,0.6966,0.8604,0.8604,0.8569,0.6230,0.6121
413,sparse,0.4889,False,1,1,1,0.7653,0.7844,0.7844,1.0364,0.6945,0.6939
414,sparse,0.1556,True,1,1,1,0.7764,0.7473,0.7764,0.7914,0.6783,0.7878
415,very_dense,0.6306,False,1,1,1,0.7445,0.7590,0.7590,3.0595,1.6558,1.6488
416,very_dense,0.8389,False,0,0,0,0.6865,0.2165,0.2165,0.9080,0.6707,0.6559
417,sparse,0.2028,True,1,1,1,0.8531,0.8729,0.8531,0.5743,0.4985,0.5780
418,sparse,0.6528,False,1,1,1,0.7658,0.7444,0.7444,0.9363,0.7021,0.7001
419,dense,0.4417,False,1,1,1,0.7434,0.6982,0.6982,2.1790,1.4581,1.4426
420,very_dense,0.6028,False,1,1,1,0.7622,0.8245,0.8245,2.5670,1.4147,1.3854
421,very_dense,0.7917,False,0,0,0,0.1442,0.3426,0.3426,2.6450,0.6754,0.6368
422,very_dense,0.8222,False,1,0,0,0.8391,0.5473,0.5473,1.1552,0.6437,0.6621
423,dense,0.9333,False,1,0,0,0.8846,1.1557,1.1557,0.9953,0.5639,0.5436
424,dense,0.7167,False,1,1,1,0.9165,1.0117,1.0117,0.8483,0.6635,0.6453
425,sparse,0.2750,True,1,1,1,0.9157,0.9157,0.9157,0.5461,0.4879,0.5462
426,very_dense,0.7583,False,1,1,1,0.7445,1.2363,1.2363,2.0171,0.7955,0.7921
427,very_dense,0.9417,False,0,0,0,0.1181,0.5036,0.5036,3.8078,0.6178,0.6183
428,sparse,0.1972,True,1,1,1,0.6613,0.8362,0.6613,1.0034,0.6588,0.9993
429,very_dense,0.9417,False,1,0,0,0.8864,0.3153,0.3153,0.9023,0.6387,0.6486
430,sparse,0.6306,False,1,1,1,0.8986,0.9785,0.9785,0.4799,0.4452,0.4449
431,very_dense,0.7361,False,1,0,0,0.7159,1.6723,1.6723,2.8142,0.6184,0.6126
432,very_dense,0.7861,False,1,1,1,0.8332,0.9140,0.9140,1.4449,0.9167,0.9122
433,sparse,0.6583,False,1,1,1,0.8948,0.9731,0.9731,0.5413,0.4781,0.4702
434,dense,0.6278,False,1,1,1,0.8197,0.8689,0.8689,1.2673,0.8862,0.8768
435,sparse,0.4722,False,1,1,1,0.9217,0.9440,0.9440,0.4847,0.4561,0.4470
436,dense,0.6500,False,1,1,1,0.8210,0.8351,0.8351,1.1580,0.8483,0.8488
437,very_dense,0.7556,False,1,1,1,0.8326,1.3121,1.3121,1.2612,0.6414,0.6646
438,sparse,0.3778,False,1,1,1,0.8871,0.9113,0.9113,0.5316,0.4903,0.4862
439,dense,0.6833,False,1,1,1,0.8289,0.9270,0.9270,1.2218,0.8094,0.8098
440,very_dense,0.8944,False,0,0,0,0.1902,0.1991,0.1991,1.8571,0.6328,0.6316
441,sparse,0.2111,True,1,1,1,0.8820,0.8713,0.8820,0.5602,0.5158,0.5721
442,sparse,0.6361,False,1,1,1,0.8896,1.1065,1.1065,0.5226,0.4576,0.4591
443,dense,0.7556,False,0,1,1,,,,8.5196,0.5457,0.5391
444,dense,0.8750,False,1,0,0,0.8524,0.4492,0.4492,0.9953,0.9025,0.8857
445,dense,0.7028,False,1,1,1,0.8634,1.4064,1.4064,1.0052,0.5905,0.5879
446,sparse,0.2333,True,1,1,1,0.9065,0.8973,0.9065,0.4928,0.4628,0.4914
447,very_dense,0.7028,False,1,1,1,0.8486,0.9614,0.9614,1.3813,0.9159,0.9085
448,dense,0.4306,False,1,1,1,0.8540,0.8863,0.8863,1.2460,0.8556,0.8520
449,sparse,0.5111,False,1,1,1,0.7786,0.7538,0.7538,0.7738,0.6296,0.6195
450,very_dense,0.7389,False,1,1,1,0.9159,1.0263,1.0263,1.1755,0.8000,0.8060
451,very_dense,0.5694,False,1,1,1,0.8514,1.0068,1.0068,3.9392,1.2820,1.2597
452,dense,0.6750,False,1,1,1,0.8092,0.8404,0.8404,2.0199,1.3937,1.3882
453,sparse,0.1583,True,1,1,1,0.8665,1.0260,0.8665,0.7665,0.6219,0.7282
454,dense,0.7833,False,1,1,1,0.8474,0.9670,0.9670,1.1586,0.8114,0.7722
455,dense,0.7056,False,1,1,1,0.9051,0.9174,0.9174,1.2010,0.7969,0.7756
456,sparse,0.3361,False,1,1,1,0.8359,0.9943,0.9943,0.6063,0.5097,0.5080
457,dense,0.6806,False,1,1,1,0.7367,0.7953,0.7953,2.1271,1.2011,1.1894
458,very_dense,0.7889,False,1,1,1,0.7697,0.8528,0.8528,3.0835,1.6827,2.1461
459,sparse,0.2028,True,1,1,1,0.5587,0.9341,0.5587,1.5802,0.7737,1.5650
460,very_dense,0.7278,False,1,0,0,0.9138,0.9838,0.9838,1.0636,0.6314,0.6173
461,sparse,0.4333,False,1,1,1,0.7775,0.7702,0.7702,0.8096,0.6450,0.6303
462,very_dense,0.8972,False,0,0,0,0.0994,0.2400,0.2400,2.5636,0.6306,0.6232
463,dense,0.3750,False,1,1,1,0.8503,0.8536,0.8536,1.7341,1.0981,1.0901
464,sparse,0.3944,False,1,1,1,0.8999,0.8717,0.8717,0.5177,0.4800,0.4690
465,very_dense,0.5944,False,1,1,1,0.6629,0.9369,0.9369,4.5683,1.7789,1.6866
466,sparse,0.3778,False,1,1,1,0.8467,0.8523,0.8523,0.5765,0.5115,0.5109
467,dense,0.7472,False,1,1,1,0.8866,0.9819,0.9819,1.0035,0.7044,0.7070
468,sparse,0.4361,False,1,1,1,0.8840,0.8661,0.8661,0.5340,0.4876,0.4834
469,very_dense,0.8000,False,0,0,0,0.1166,0.4209,0.4209,3.5589,0.6155,0.6176
470,very_dense,0.8500,False,1,1,1,0.9012,0.9932,0.9932,1.1257,0.8071,0.7740
471,very_dense,0.6917,False,1,1,1,0.7762,0.9193,0.9193,1.9193,1.0493,1.0500
472,dense,0.6361,False,1,0,0,0.8895,1.0024,1.0024,0.9352,0.5172,0.5085
473,dense,0.7417,False,1,1,1,0.7141,0.7189,0.7189,2.4113,1.4295,1.4281
474,dense,0.9056,False,1,1,1,0.8532,0.8883,0.8883,1.2278,0.8319,0.8437
475,very_dense,0.5861,False,1,1,1,0.7813,0.9591,0.9591,1.6911,0.9867,0.9764
476,very_dense,0.8500,False,1,1,1,0.6378,0.8304,0.8304,3.3729,1.4586,1.4571
477,sparse,0.3333,False,1,1,1,0.8994,0.8985,0.8985,0.4718,0.4461,0.4491
478,dense,0.7250,False,1,0,0,0.8806,0.8080,0.8080,0.8492,0.5105,0.5152
479,sparse,0.1917,True,1,1,1,0.8903,0.8875,0.8903,0.5483,0.4816,0.5507
480,sparse,0.2778,True,1,1,1,0.8754,0.9539,0.8754,0.5305,0.4701,0.5150
481,very_dense,0.7694,False,1,1,1,0.8496,0.9976,0.9976,1.2069,0.7756,0.7776
482,sparse,0.4000,False,1,1,1,0.9035,0.9818,0.9818,0.4994,0.4618,0.4900
483,very_dense,0.7250,False,1,1,1,0.8597,1.1059,1.1059,1.4345,0.8399,0.8401
484,dense,0.7222,False,1,1,1,0.8773,1.0648,1.0648,1.0323,0.6920,0.6883
485,sparse,0.0389,True,1,1,1,0.8458,0.7653,0.8458,0.7231,0.6410,0.7215
486,dense,0.4833,False,1,1,1,0.8814,1.1454,1.1454,0.9811,0.6933,0.6823
487,dense,0.4083,False,1,1,1,0.8179,0.8281,0.8281,1.3320,0.8968,0.8907
488,very_dense,0.8639,False,1,0,0,0.8628,0.9884,0.9884,1.4700,0.6184,0.6182
489,dense,0.3833,False,1,0,0,0.8910,0.9691,0.9691,0.8512,0.5372,0.5273
490,very_dense,0.9139,False,1,1,1,0.8420,1.0099,1.0099,1.3149,0.8315,0.8228
491,very_dense,0.7972,False,1,1,1,0.8583,1.0541,1.0541,1.1330,0.7714,0.7472
492,very_dense,0.6028,False,1,1,1,0.8798,1.1022,1.1022,1.3926,0.8567,0.8545
493,dense,0.9361,False,1,1,1,0.8877,1.0954,1.0954,1.0910,0.6844,0.6779
494,sparse,0.3528,False,1,1,1,0.9145,0.9569,0.9569,0.5774,0.5000,0.5102
495,dense,0.6250,False,1,1,1,0.8334,0.9244,0.9244,0.9852,0.6837,0.6850
496,sparse,0.7028,False,1,1,1,0.8766,0.8510,0.8510,0.4677,0.4523,0.4636
497,dense,0.7250,False,1,1,1,0.8892,0.9158,0.9158,1.0039,0.7336,0.7242
498,very_dense,0.6139,False,0,0,0,0.5214,0.3299,0.3299,1.0852,0.6441,0.6500
499,dense,0.7111,False,1,1,1,0.8619,1.0477,1.0477,0.9001,0.6402,0.6434
500,sparse,0.1528,True,1,1,1,0.8031,0.8495,0.8031,0.6559,0.5536,0.6537
501,dense,0.6083,False,1,1,1,0.8483,0.9137,0.9137,1.0240,0.7381,0.7361
502,very_dense,0.5833,False,1,1,1,0.9051,1.5385,1.5385,1.1441,0.6091,0.6218
503,very_dense,0.8694,False,1,1,1,0.7900,0.8737,0.8737,1.7999,1.0611,1.0307
504,sparse,0.1778,True,1,1,1,0.6338,0.6413,0.6338,1.0578,0.7962,1.0604
505,dense,0.3889,False,1,1,1,0.6434,0.6609,0.6609,3.4624,1.9079,1.8967
506,dense,0.5056,False,1,1,1,0.5607,0.5863,0.5863,3.2384,1.9662,1.9203
507,sparse,0.4861,False,1,1,1,0.8009,0.7795,0.7795,0.9785,0.7149,0.7077
508,sparse,0.6833,False,1,1,1,0.8006,0.7524,0.7524,0.8050,0.6582,0.6521
509,sparse,0.3556,False,1,1,1,0.7631,0.7386,0.7386,0.8529,0.6809,0.6744
510,very_dense,0.9056,False,0,0,0,0.1156,0.4191,0.4191,2.6537,0.6200,0.6100
511,very_dense,0.6111,False,1,1,1,0.5663,0.5246,0.5246,5.6301,3.2730,3.2840
512,very_dense,0.6778,False,0,0,0,0.7212,0.5072,0.5072,1.1332,0.6341,0.6262
513,very_dense,0.8056,False,1,1,1,0.7738,0.9456,0.9456,1.9759,1.0911,1.0868
514,very_dense,0.8361,False,1,0,0,0.8307,0.7012,0.7012,1.2396,0.6094,0.6201
515,sparse,0.4722,False,1,1,1,0.6745,0.7089,0.7089,1.0928,0.7986,0.8044
516,very_dense,0.7167,False,1,0,0,0.9180,1.0525,1.0525,1.1246,0.6625,0.6608
517,sparse,0.1917,True,1,1,1,0.9008,1.0813,0.9008,0.5783,0.5008,0.5746
518,dense,0.4472,False,1,1,1,0.6531,0.7358,0.7358,2.6493,1.5190,1.4995
519,dense,0.9083,False,0,1,1,0.1048,1.0290,1.0290,3.4281,0.6473,0.6437
520,dense,0.6861,False,1,0,0,0.8725,1.0901,1.0901,0.9991,0.5262,0.5219
521,sparse,0.2694,True,1,1,1,0.9171,1.0748,0.9171,0.4932,0.4451,0.4907
522,sparse,0.3194,False,1,1,1,0.8876,0.9622,0.9622,0.5062,0.4469,0.4605
523,very_dense,0.6722,False,1,1,1,,,,2.5545,1.2410,1.2322
524,sparse,0.1889,True,1,1,1,0.8744,0.8461,0.8744,0.5990,0.5395,0.5979
525,sparse,0.5139,False,1,1,1,0.8182,1.0095,1.0095,0.7845,0.5825,0.5673
526,very_dense,0.8278,False,1,1,1,0.8795,1.0249,1.0249,1.2059,0.8203,0.8044
527,sparse,0.4972,False,1,1,1,0.7861,1.0152,1.0152,0.6947,0.6611,0.4983
528,very_dense,0.8222,False,1,0,0,0.8657,0.3865,0.3865,0.9461,0.6317,0.6209
529,very_dense,0.7333,False,1,1,1,0.7789,1.3331,1.3331,1.5427,0.7500,0.7443
530,dense,0.7694,False,1,1,1,0.8634,0.8902,0.8902,0.9321,0.6990,0.6871
531,sparse,0.3722,False,1,1,1,0.8790,0.8991,0.8991,0.5153,0.4691,0.4658
532,sparse,0.5750,False,1,1,1,0.6208,0.6106,0.6106,1.2134,0.8846,0.8794
533,sparse,0.6361,False,1,1,1,0.8429,0.9001,0.9001,0.5866,0.4927,0.4908
534,dense,0.7556,False,1,1,1,0.8315,0.9680,0.9680,1.0625,0.6992,0.7030
535,sparse,0.2750,True,1,1,1,0.9157,0.9190,0.9157,0.5063,0.4659,0.5184
536,dense,0.7556,False,1,1,1,0.8742,1.1589,1.1589,0.8704,0.6327,0.6288
537,sparse,0.1306,True,1,1,1,0.8256,0.7866,0.8256,0.6576,0.5549,0.6507
538,dense,0.5167,False,1,1,1,0.7429,0.6691,0.6691,1.8644,1.2891,1.2735
539,sparse,0.4694,False,1,1,1,0.8802,0.8757,0.8757,0.5296,0.4798,0.4978
540,very_dense,0.6139,False,1,1,1,0.8362,1.0980,1.0980,1.4409,0.8574,0.8430
541,sparse,0.1778,True,1,1,1,0.8844,0.9033,0.8844,0.5694,0.5054,0.5757
542,sparse,0.4667,False,1,0,0,0.9156,0.0600,0.0600,0.4762,1.1854,1.1576
543,sparse,0.2750,True,1,1,1,0.8572,0.8367,0.8572,0.5873,0.5253,0.5907
544,very_dense,0.9000,False,1,1,1,0.7810,0.7847,0.7847,2.0868,1.2914,1.2988
545,sparse,0.4361,False,1,1,1,0.8540,0.8659,0.8659,0.6477,0.5290,0.5258
546,dense,0.6444,False,0,1,1,,,,4.2067,0.8393,0.8266
547,dense,0.7472,False,1,1,1,0.8775,0.9746,0.9746,1.0352,0.7211,0.7347
548,dense,0.5833,False,1,1,1,0.8208,0.8921,0.8921,1.1549,0.8025,0.7901
549,very_dense,0.8806,False,1,0,0,0.8205,1.0611,1.0611,1.5563,0.6028,0.6035
550,very_dense,0.9222,False,0,0,0,0.2066,0.2534,0.2534,1.6351,0.6379,0.6287
551,dense,0.4750,False,1,1,1,0.7572,0.7775,0.7775,2.1548,1.4559,1.4166
552,very_dense,0.7694,False,1,1,1,0.8764,1.0704,1.0704,1.2129,0.7775,0.7756
553,sparse,0.2278,True,1,1,1,0.7991,0.7803,0.7991,0.7026,0.6016,0.7031
554,very_dense,0.8444,False,1,1,1,0.8336,0.9478,0.9478,1.7376,1.0136,1.0175
555,dense,0.7583,False,1,1,1,0.8767,0.9874,0.9874,0.8600,0.6515,0.6517
556,very_dense,0.8611,False,1,1,1,0.7824,0.8867,0.8867,2.0492,1.1631,1.1665
557,very_dense,0.6667,False,1,1,1,0.8546,1.2059,1.2059,1.4908,0.8501,0.8484
558,very_dense,0.6278,False,1,1,1,0.8812,0.9989,0.9989,1.5142,0.9375,0.9186
559,very_dense,0.8694,False,0,0,0,0.5768,0.3025,0.3025,1.0093,0.6563,0.6361
560,dense,0.6778,False,1,1,1,0.8787,0.8374,0.8374,1.0024,0.7807,0.7832
561,sparse,0.6500,False,1,1,1,0.8654,0.8728,0.8728,0.5029,0.4713,0.4686
562,dense,0.3917,False,1,1,1,0.8766,0.8952,0.8952,1.2164,0.8967,0.8815
563,sparse,0.2528,True,1,0,1,0.8532,0.6839,0.8532,0.5411,0.5200,0.5226
564,very_dense,0.6139,False,1,1,1,,,,1.7126,0.9199,0.9079
565,sparse,0.4889,False,1,1,1,0.8691,0.8740,0.8740,0.4983,0.4671,0.4632
566,sparse,0.3444,False,1,1,1,0.8393,0.8624,0.8624,0.6204,0.5576,0.5389
567,sparse,0.3750,False,1,1,1,0.8877,0.8663,0.8663,0.5279,0.4860,0.4821
568,dense,0.5778,False,1,0,0,0.7876,1.1997,1.1997,1.4359,0.5229,0.5156
569,dense,0.8222,False,1,1,1,0.8793,0.9579,0.9579,0.9916,0.7206,0.7199
570,very_dense,0.6417,False,1,1,1,0.8347,0.9600,0.9600,1.9647,1.1270,1.1234
571,dense,0.7417,False,1,1,1,0.6590,0.6861,0.6861,2.5597,1.5157,1.5588
572,sparse,0.1528,True,1,1,1,0.7289,1.1814,0.7289,1.0005,0.5488,0.9898
573,sparse,0.4583,False,1,1,1,0.8473,0.7989,0.7989,0.6452,0.5585,0.5519
574,sparse,0.4778,False,1,1,1,0.8901,0.8818,0.8818,0.5210,0.4791,0.4744
575,dense,0.8278,False,1,1,1,0.8946,0.9265,0.9265,0.9456,0.7124,0.7103
576,very_dense,0.7250,False,0,0,0,0.6294,0.3075,0.3075,0.9575,0.6423,0.6265
577,dense,0.3917,False,1,1,1,0.8271,1.0429,1.0429,1.0983,0.7109,0.7217
578,very_dense,0.8500,False,1,1,1,0.6394,0.6442,0.6442,3.3083,1.9019,1.8505
579,sparse,0.3694,False,1,1,1,0.6185,0.6280,0.6280,1.2413,0.9079,0.9086
580,sparse,0.1944,True,1,1,1,0.7824,0.8101,0.7824,0.8858,0.6935,0.8750
581,very_dense,0.7472,False,1,1,1,,,,2.2636,1.1032,1.0847
582,sparse,0.3361,False,1,1,1,0.7941,0.7799,0.7799,0.7310,0.6078,0.6042
583,sparse,0.1417,True,1,1,1,0.8779,0.8685,0.8779,0.5350,0.4858,0.5329
584,dense,0.9083,False,1,1,1,0.8584,0.9174,0.9174,1.3295,0.8714,0.8665
585,very_dense,0.6361,False,1,1,1,0.7809,0.9682,0.9682,2.6164,1.4551,1.4184
586,very_dense,0.8583,False,1,0,0,0.8164,0.0902,0.0902,1.2791,2.1212,2.1034
587,sparse,0.5222,False,1,1,1,0.9205,0.9576,0.9576,0.4851,0.4508,0.4466
588,very_dense,0.7000,False,1,1,1,0.8047,0.9625,0.9625,1.9600,1.1579,1.1297
589,very_dense,0.8500,False,1,0,0,0.8849,1.1310,1.1310,0.9659,0.6015,0.6335
590,very_dense,0.8806,False,1,0,0,,,,1.5700,0.6369,0.6380
591,very_dense,0.6444,False,1,1,1,0.8996,1.1113,1.1113,1.3010,0.7789,0.8067
592,sparse,0.7583,False,1,1,1,0.8982,0.9863,0.9863,0.5182,0.4652,0.4583
593,very_dense,0.6167,False,1,1,1,0.8054,0.9443,0.9443,2.0456,1.1362,1.1389
594,sparse,0.2194,True,1,1,1,0.9138,1.0142,0.9138,0.5197,0.4544,0.5170
595,very_dense,0.8778,False,0,1,1,,,,7.5989,0.6438,0.6228
596,dense,0.4833,False,1,1,1,0.6946,0.6624,0.6624,2.8233,1.7121,1.7389
597,very_dense,0.6444,False,1,1,1,0.4960,0.5761,0.5761,4.7285,1.9766,1.9672
598,dense,0.3861,False,1,1,1,0.8501,0.9394,0.9394,0.9899,0.7304,0.7229
599,dense,0.8167,False,1,1,1,0.8801,1.2190,1.2190,0.9312,0.6002,0.5962
600,dense,0.4444,False,1,1,1,0.8745,0.9760,0.9760,0.9091,0.6558,0.6540
601,very_dense,0.7056,False,1,1,1,0.7785,1.0489,1.0489,3.0919,1.4328,1.4377
602,very_dense,0.8861,False,1,1,1,0.8603,0.9445,0.9445,1.4339,0.9254,0.9182
603,sparse,0.3306,False,1,1,1,0.8440,0.8586,0.8586,0.6086,0.5216,0.5239
604,very_dense,0.5861,False,1,1,1,0.8057,1.0812,1.0812,1.4915,0.7774,0.7754
605,dense,0.4306,False,1,1,1,0.8054,0.8004,0.8004,1.5228,1.0904,1.0812
606,sparse,0.1889,True,1,1,1,0.8424,0.9748,0.8424,0.6567,0.5198,0.6568
607,dense,0.7000,False,1,1,1,0.8457,1.1322,1.1322,1.0837,0.6948,0.6950
608,very_dense,0.7556,False,1,1,1,0.8543,1.0171,1.0171,1.1124,0.7229,0.7196
609,very_dense,0.9083,False,1,1,1,0.7506,0.7972,0.7972,2.9590,1.6164,1.5982
610,very_dense,0.7500,False,1,1,1,0.8546,1.3070,1.3070,1.1675,0.6308,0.6800
611,dense,0.7889,False,1,1,1,0.8934,1.0082,1.0082,0.8695,0.6433,0.6520
612,very_dense,0.6639,False,1,1,1,0.8428,0.9689,0.9689,1.5197,0.9619,0.9573
613,dense,0.4333,False,1,1,1,0.7712,0.7714,0.7714,1.3434,0.9639,0.9643
614,very_dense,0.7611,False,1,1,1,0.8419,0.9044,0.9044,2.2263,1.2714,1.2636
615,dense,0.5944,False,1,1,1,0.9107,1.0603,1.0603,0.9247,0.6579,0.6602
616,sparse,0.4722,False,1,1,1,0.7021,0.9220,0.9220,1.0859,0.6931,0.6849
617,sparse,0.3056,False,1,1,1,0.8668,0.9765,0.9765,0.5873,0.4928,0.4872
618,sparse,0.2611,True,1,1,1,0.8483,0.8267,0.8483,0.6086,0.5354,0.6070
619,sparse,0.2833,True,1,1,1,0.9130,0.8812,0.9130,0.4999,0.4682,0.4960
620,dense,0.7278,False,1,1,1,0.8731,1.0456,1.0456,0.8772,0.6073,0.5991
621,dense,0.6139,False,1,1,1,0.7553,1.4942,1.4942,1.4594,0.6780,0.6840
622,sparse,0.0944,True,1,0,1,0.9200,0.5690,0.9200,0.4957,0.5037,0.4911
623,dense,0.5556,False,1,1,1,0.7002,0.6808,0.6808,2.2453,1.4495,2.3130
624,dense,0.6333,False,0,0,0,,,,1.4155,0.5052,0.5032
625,sparse,0.4222,False,1,1,1,0.8026,0.8389,0.8389,0.7159,0.5881,0.5800
626,dense,0.4250,False,1,1,1,0.8595,0.9391,0.9391,1.0461,0.7344,0.7309
627,dense,0.7861,False,1,1,1,0.8782,0.9635,0.9635,0.8409,0.6454,0.6407
628,dense,0.9083,False,1,1,1,0.8920,0.9001,0.9001,0.9992,0.7567,0.7640
629,dense,0.6250,False,1,1,1,0.8073,0.8183,0.8183,1.4216,0.9723,0.9622
630,very_dense,0.7722,False,0,1,1,,,,7.5499,0.6257,0.6242
631,sparse,0.3222,False,1,1,1,0.7893,0.7906,0.7906,0.7710,0.6179,0.6080
632,dense,0.4389,False,1,1,1,0.8755,0.9308,0.9308,1.0605,0.7587,0.7548
633,dense,0.6056,False,1,1,1,0.7045,0.8689,0.8689,2.3530,1.1877,1.1757
634,sparse,0.5278,False,1,1,1,0.8608,0.8628,0.8628,0.6739,0.5563,0.5562
635,very_dense,0.9083,False,0,0,0,0.3090,0.5170,0.5170,1.5568,0.6064,0.6078
636,sparse,0.5417,False,1,1,1,0.9215,1.0555,1.0555,0.5787,0.4761,0.4868
637,sparse,0.2833,True,1,1,1,0.6611,0.6532,0.6611,1.1142,0.8110,1.0994
638,very_dense,0.7583,False,1,0,0,0.7934,1.1261,1.1261,1.9576,0.5979,0.6063
639,very_dense,0.8694,False,1,1,1,0.8405,0.9397,0.9397,1.4815,0.9213,0.9117
640,very_dense,0.7611,False,1,1,1,0.8150,1.0170,1.0170,1.5367,0.8850,0.8900
641,very_dense,0.7167,False,1,1,1,0.8363,0.9459,0.9459,1.7618,1.0449,1.0335
642,very_dense,0.7722,False,0,1,1,0.5126,1.0445,1.0445,1.3646,0.6987,0.6958
643,dense,0.4222,False,1,0,0,0.8638,1.0569,1.0569,0.9003,0.5134,0.5088
644,very_dense,0.6028,False,1,1,1,0.8141,1.6272,1.6272,1.6889,0.6156,0.6178
645,sparse,0.7028,False,1,1,1,0.8519,0.9341,0.9341,0.5446,0.4553,0.4490
646,dense,0.4556,False,1,1,1,0.7947,0.8060,0.8060,1.4045,0.9583,0.9294
647,dense,0.8056,False,1,1,1,0.8745,1.2557,1.2557,0.9345,0.5792,0.5816
648,very_dense,0.8194,False,0,0,0,0.1621,0.2519,0.2519,2.1437,0.6139,0.6118
649,very_dense,0.7111,False,1,1,1,0.8038,1.1862,1.1862,1.5140,0.6828,0.6816
650,dense,0.6194,False,1,1,1,0.5948,0.6997,0.6997,2.9357,1.4872,1.5175
651,dense,0.7083,False,0,1,1,,,,1.4853,0.5849,0.5829
652,sparse,0.4944,False,1,1,1,0.8447,0.9527,0.9527,0.6141,0.4956,0.4941
653,very_dense,0.7139,False,1,1,1,0.8682,0.9302,0.9302,1.5537,0.9656,0.9805
654,dense,0.5444,False,1,0,0,0.8615,1.0296,1.0296,0.9648,0.5220,0.5248
655,dense,0.3639,False,1,1,1,0.8933,0.9239,0.9239,1.0747,0.7803,0.7831
656,very_dense,0.6389,False,1,1,1,0.8540,0.9029,0.9029,1.9251,1.2002,1.1843
657,dense,0.3972,False,1,1,1,0.8826,0.8922,0.8922,1.2849,0.8888,0.8719
658,sparse,0.2111,True,1,1,1,0.7718,0.8889,0.7718,0.7584,0.5740,0.7755
659,sparse,0.7722,False,1,1,1,0.8160,0.9380,0.9380,0.6154,0.4978,0.4924
660,sparse,0.3917,False,1,1,1,0.7288,0.7140,0.7140,0.7998,0.6513,0.6512
661,very_dense,0.6861,False,1,0,0,0.8651,1.1110,1.1110,1.3673,0.6283,0.6166
662,sparse,0.5972,False,1,1,1,0.8745,1.1126,1.1126,0.5000,0.4404,0.4397
663,sparse,0.2389,True,1,1,1,0.6589,0.7723,0.6589,1.0435,0.7165,1.0421
664,dense,0.9083,False,0,1,1,,,,1.9617,0.7995,0.7897
665,very_dense,0.8167,False,1,1,1,0.8184,1.0055,1.0055,1.4058,0.8512,0.8488
666,dense,0.4111,False,1,1,1,0.7169,0.7225,0.7225,2.0464,1.3576,1.3467
667,very_dense,0.8167,False,1,1,1,0.7945,0.8552,0.8552,2.0882,1.1197,1.1004
668,very_dense,0.9111,False,0,0,0,0.1012,0.2006,0.2006,3.4445,1.2808,1.2704
669,sparse,0.3194,False,1,1,1,0.8345,0.8338,0.8338,0.6037,0.5492,0.5297
670,very_dense,0.7528,False,1,0,0,0.7789,0.8406,0.8406,1.5744,0.6148,0.6103
671,dense,0.7667,False,0,1,1,,,,1.4881,0.6367,0.6452
672,dense,0.4306,False,1,1,1,0.8821,0.8862,0.8862,1.0061,0.7493,0.7410
673,sparse,0.4528,False,1,1,1,0.8873,0.9202,0.9202,0.5023,0.4669,0.4721
674,dense,0.7583,False,1,1,1,0.9071,0.9583,0.9583,0.9239,0.6451,0.6442
675,very_dense,0.7694,False,0,0,0,0.1330,0.4385,0.4385,2.8806,0.6202,0.6244
676,dense,0.5944,False,1,1,1,0.8200,0.8387,0.8387,1.3156,0.8775,0.8819
677,sparse,0.1972,True,1,1,1,,,,0.6608,0.5444,0.6572
678,dense,0.7500,False,1,1,1,0.8335,0.9457,0.9457,1.2243,0.7556,0.7648
679,very_dense,0.7139,False,1,1,1,0.9003,1.0581,1.0581,1.2701,0.8158,0.8236
680,very_dense,0.8667,False,1,1,1,0.7253,0.7434,0.7434,2.6540,1.5374,1.5582
681,sparse,0.5861,False,1,1,1,0.8550,0.8400,0.8400,0.5655,0.4981,0.4954
682,very_dense,0.8861,False,1,0,0,0.8903,0.7786,0.7786,1.1690,0.6039,0.6119
683,very_dense,0.7194,False,1,1,1,0.8111,2.0402,2.0402,1.9610,0.7543,0.7493
684,sparse,0.2389,True,1,1,1,0.7467,0.7444,0.7467,0.7439,0.6188,0.7375
685,very_dense,0.7222,False,0,1,1,,,,2.4454,0.8006,0.7878
686,dense,0.4417,False,1,1,1,0.8188,0.8347,0.8347,1.2211,0.9002,0.8786
687,dense,0.7639,False,1,1,1,,,,1.0289,0.7157,0.7106
